generation,sigma,k,samples,learning,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99
0,1,50,1000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,50,1000,10,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0159001069565,0.0113665402667,0.0075058983115,0.00472845863189,0.00261755593822,0.00151091073697,0.000975518074096,0.000526232242818,0.000391503738853,0.00022079184018,8.99127177851e-05,7.14790385744e-05,5.33013826861e-05,3.53727357826e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,50,1000,10,0.0592431324475,0.0527081884884,0.0483470635521,0.0446918926779,0.0417044675152,0.0388707569948,0.0364016493502,0.0342330849178,0.0323936254308,0.0306594070766,0.0290599462629,0.0276017122182,0.0262944941894,0.0251143646545,0.0239207231799,0.0228210919711,0.0218291747944,0.020942193484,0.0200794600022,0.0192206608134,0.0183788259312,0.017607800183,0.0169044498747,0.0162122489805,0.0155628360092,0.0149495738994,0.014333701512,0.0137139929999,0.0131550060715,0.0126061384138,0.0120739544978,0.0115523308824,0.0110806698661,0.0106089113895,0.0101141780511,0.00969407287966,0.00921464857732,0.00879138121004,0.00838461826345,0.00796449090877,0.00757263689105,0.00717925782966,0.00679881978434,0.00643920859205,0.00608210763008,0.0057265595785,0.00538125709056,0.00503405043278,0.00469316681888,0.0043918707179,0.0040594151808,0.00374872799961,0.00345249273894,0.00316079894294,0.0028664362608,0.00256731179763,0.00228145522573,0.00200492363025,0.00172419924427,0.00145485751898,0.00119412770636,0.000925917348391,0.000697927395614,0.000507825165388,0.000348146602704,0.000230388999775,0.000153884628169,0.000101775232981,6.70787630141e-05,4.25887685524e-05,2.66369235216e-05,1.65932933224e-05,1.06521800179e-05,6.71869792728e-06,4.15019969721e-06,2.27107219533e-06,1.1600633657e-06,7.12171641263e-07,4.40935917355e-07,2.31682104472e-07,1.60428963978e-07,7.68303732007e-08,2.63426546727e-08,2.29748961329e-08,4.31009795935e-09,2.94203843267e-09,2.94203843267e-09,1.06994203917e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,50,1000,10,0.123443117674,0.0990941902377,0.0838465155468,0.0718368425043,0.0625406184223,0.0542899228055,0.0475420523501,0.0419482238682,0.0375209117883,0.033555169371,0.0300648057585,0.027054046634,0.0245189300868,0.0223496240939,0.020265767402,0.0184505535155,0.0168925739239,0.0155578052254,0.0143057207164,0.0131200498394,0.0120134379768,0.0110385526672,0.0101917606612,0.00938905438584,0.00867241360216,0.00802260265673,0.0073956809997,0.00678544996139,0.00626310844136,0.0057710245708,0.00531292975861,0.00488272874782,0.00450715915086,0.00414911335652,0.00378948695984,0.00349877795043,0.00317837263162,0.00291011692393,0.00266343051765,0.0024211319776,0.00220587569655,0.00199790833512,0.00180853066282,0.00163791595059,0.00147834667812,0.00132662573504,0.00118756315359,0.00105398934323,0.00093153793048,0.000829811703743,0.000724786517534,0.000633580241213,0.000552086333359,0.000478182686437,0.000408865543304,0.000344306868889,0.000288114335792,0.000238848530042,0.00019388954366,0.000155275349905,0.000122885501471,9.4310593894e-05,7.18804756944e-05,5.41650127229e-05,3.91678835912e-05,2.74555334825e-05,1.94023846045e-05,1.35964893421e-05,9.27277948536e-06,6.20106717153e-06,4.1568703717e-06,2.72462902488e-06,1.79227826893e-06,1.17073702295e-06,7.81311398932e-07,4.7551470933e-07,2.82414435863e-07,1.78531767109e-07,1.1259044026e-07,7.03405632076e-08,4.60334266175e-08,2.53463556175e-08,1.19639791697e-08,8.5065514962e-09,3.61036501376e-09,2.04201043202e-09,1.47536832018e-09,6.84456924099e-10,2.76152174441e-10,1.62971883016e-10,5.62320976443e-11,3.36685598388e-11,2.68684257466e-11,2.03893885644e-11,1.53215719671e-11,4.23887377037e-12,5.72133909689e-13,3.38505815117e-13,1.89019922143e-13,7.00313107756e-14
4,1,50,1000,10,0.192369854351,0.141634732988,0.111508686539,0.0890293563886,0.0724516705133,0.0586258460848,0.0479843002537,0.0396308181461,0.0334690003312,0.0282138997519,0.0237976568907,0.0201974831616,0.0173621302828,0.0150691997028,0.0129850026972,0.0112768786536,0.00988101186207,0.00873509843132,0.00769810783615,0.00676462031294,0.00593666014847,0.00523286431725,0.0046507397699,0.00411918230858,0.00366789977687,0.0032746010395,0.00290909702593,0.00256391817555,0.00228332178294,0.00202876663565,0.00180048585228,0.00159447448496,0.00142023302861,0.00126138710387,0.00110809748914,0.000989738191141,0.000863187933107,0.000762231799159,0.000672716236432,0.000588809991312,0.000517354981299,0.000450456490427,0.000392610850526,0.000342563962304,0.000298076638786,0.000257306115682,0.000221614890815,0.000188482273402,0.000159837603268,0.000137092378969,0.000114803509811,9.64993999706e-05,8.08293824249e-05,6.74818467643e-05,5.55478988905e-05,4.5041840455e-05,3.63696763565e-05,2.91997844219e-05,2.30097018409e-05,1.79446531077e-05,1.39496654752e-05,1.05977234768e-05,8.05072522501e-06,6.11579446227e-06,4.49602363997e-06,3.22460454304e-06,2.3324237037e-06,1.68105604733e-06,1.16693085848e-06,8.04555754969e-07,5.57840564722e-07,3.77918491171e-07,2.5562041843e-07,1.7194416233e-07,1.17794684085e-07,7.52516005696e-08,4.72743880063e-08,3.0880628193e-08,2.00421671711e-08,1.31733261876e-08,8.61280455269e-09,5.0736964949e-09,2.70076953774e-09,1.86174091977e-09,9.68357885697e-10,5.62720891041e-10,3.89476688047e-10,2.01312079102e-10,1.00956614364e-10,6.04850186475e-11,2.72059324491e-11,1.67131578519e-11,1.22477643735e-11,8.58231340271e-12,5.90908021214e-12,2.45740917096e-12,7.95738723129e-13,4.70604432188e-13,2.85219900765e-13,1.32336027703e-13
5,1,50,1000,10,0.252730198054,0.173666187916,0.128679275285,0.0965853523549,0.0738700554152,0.055945049442,0.0428936102029,0.0331403110555,0.0264261842273,0.0209526714674,0.0165544756481,0.013164949248,0.0106792578263,0.00878580496871,0.00716688348534,0.00592821221126,0.00496468453817,0.00420744929309,0.00354675777068,0.00298267908852,0.0025089084166,0.0021186452478,0.00181185402742,0.00154258126276,0.00132581008823,0.00114425136495,0.00098128855304,0.000831659343845,0.000716170101666,0.000614898658088,0.000527208094915,0.000450980037995,0.000388357295401,0.000333626826409,0.000282764725639,0.000245175343974,0.000206035260946,0.000176180427854,0.000150468596218,0.00012742646105,0.000108522052547,9.12809107929e-05,7.70221622622e-05,6.51058014848e-05,5.49633588139e-05,4.59492409622e-05,3.83396383859e-05,3.14562715086e-05,2.58080064114e-05,2.1468127734e-05,1.73940067718e-05,1.4192524789e-05,1.15288006009e-05,9.37282636592e-06,7.50881906198e-06,5.93064454808e-06,4.67087153592e-06,3.67066989101e-06,2.83647196105e-06,2.17265365247e-06,1.66765626209e-06,1.25583802494e-06,9.48578052424e-07,7.2131377537e-07,5.33130530785e-07,3.8607777403e-07,2.81347646941e-07,2.05536600592e-07,1.43306787797e-07,1.00412204143e-07,7.09001327704e-08,4.8947953028e-08,3.37153182231e-08,2.31276226445e-08,1.61100502611e-08,1.05784609518e-08,6.85157968766e-09,4.5765586434e-09,3.03268378375e-09,2.04355138679e-09,1.3467240197e-09,8.23827970133e-10,4.6785260008e-10,3.2184917971e-10,1.82704704199e-10,1.0928648026e-10,7.51775973762e-11,4.14346949752e-11,2.27744089469e-11,1.39577570543e-11,7.06096498315e-12,4.44350394176e-12,3.16602079292e-12,2.15980610259e-12,1.4423434331e-12,7.08929994769e-13,2.90417599566e-13,1.76610400022e-13,1.098725365e-13,5.35054104369e-14
6,1,50,1000,10,0.298720477611,0.194848366211,0.137647982745,0.0982584248841,0.07128143777,0.0509531413812,0.0368396201287,0.026722193642,0.0201863268566,0.0150602604893,0.0111081849378,0.00821876560186,0.00624980546097,0.00483945370733,0.00371325676477,0.00291698790402,0.0023280757627,0.0018859281454,0.00151457613589,0.00121526164526,0.000978542402229,0.000788172725122,0.000646737694426,0.000528205593405,0.000438330500178,0.000366122785678,0.000303340362975,0.000247259504303,0.000206231870344,0.000171300065275,0.00014207973763,0.000117572493004,9.79848911966e-05,8.15467466932e-05,6.68177245371e-05,5.63929928403e-05,4.57871536877e-05,3.80364205972e-05,3.15047431979e-05,2.59091929974e-05,2.1470312463e-05,1.751173272e-05,1.43615079269e-05,1.1807154594e-05,9.71312326594e-06,7.90218263662e-06,6.41657025124e-06,5.09974241442e-06,4.07060751359e-06,3.29868243595e-06,2.60055302521e-06,2.07152547663e-06,1.639745573e-06,1.3055176764e-06,1.02385604101e-06,7.92237711911e-07,6.11743440906e-07,4.72893262751e-07,3.59951489402e-07,2.71826195714e-07,2.0646404864e-07,1.54241112275e-07,1.15767491611e-07,8.79026228679e-08,6.50473207313e-08,4.73022826336e-08,3.44598628723e-08,2.53355237625e-08,1.76023779411e-08,1.24285319208e-08,8.85884522292e-09,6.17746505513e-09,4.29993099696e-09,2.98572760365e-09,2.10228893318e-09,1.40282282729e-09,9.25070700808e-10,6.27100493858e-10,4.21543264876e-10,2.88382677566e-10,1.91679377317e-10,1.20068280875e-10,7.0856371002e-11,4.89757193506e-11,2.91120900783e-11,1.78077472965e-11,1.22796981883e-11,7.05724163386e-12,4.08037876647e-12,2.54976942885e-12,1.37837012308e-12,8.83991768026e-13,6.23751648759e-13,4.21971234261e-13,2.79164270582e-13,1.49664060235e-13,6.88153316552e-14,4.27097659711e-14,2.70019862008e-14,1.35854456052e-14
7,1,50,1000,10,0.330469280114,0.207695163816,0.141683094151,0.0974051123727,0.0678202018378,0.0463098390394,0.0319279828257,0.021946464273,0.0158342202695,0.0111823038596,0.00771949806816,0.00529854765483,0.00375945871965,0.00271954048632,0.00194749084857,0.00144767793171,0.00109653936875,0.000845269831136,0.000642535977055,0.000489338581398,0.000376084565442,0.000285906723051,0.000223319669532,0.000173988016511,0.000139240046873,0.000112593890414,9.00616729418e-05,7.0522148541e-05,5.70327829413e-05,4.58026232256e-05,3.67575187621e-05,2.94344884491e-05,2.37370435324e-05,1.91439801379e-05,1.51778557582e-05,1.24934932088e-05,9.81765563594e-06,7.94343385677e-06,6.38517027872e-06,5.11273720873e-06,4.13439761359e-06,3.2790961051e-06,2.62085945526e-06,2.10129080354e-06,1.68910147725e-06,1.34190958642e-06,1.06337203867e-06,8.20512866619e-07,6.39565829357e-07,5.06224393595e-07,3.89681263589e-07,3.04089282216e-07,2.35124420132e-07,1.83906204953e-07,1.41645882497e-07,1.07692610643e-07,8.17423287204e-08,6.23104662777e-08,4.68225016299e-08,3.49277078571e-08,2.62801676972e-08,1.94858459875e-08,1.45298854473e-08,1.10052671762e-08,8.13892093398e-09,5.92893519747e-09,4.2984831333e-09,3.16894096018e-09,2.18262590292e-09,1.54521344408e-09,1.10607897856e-09,7.74738096735e-10,5.42117435714e-10,3.7908173723e-10,2.68673150986e-10,1.80887777263e-10,1.20519458185e-10,8.24764062501e-11,5.59725817375e-11,3.86611535815e-11,2.58822266221e-11,1.64630668021e-11,9.94792266353e-12,6.91606144483e-12,4.22219006955e-12,2.6258645287e-12,1.81888616245e-12,1.07518829298e-12,6.41333130918e-13,4.06892318574e-13,2.29318389051e-13,1.49205147549e-13,1.04995764211e-13,7.09356975355e-14,4.68657252634e-14,2.64437685361e-14,1.30092528368e-14,8.19306065048e-15,5.23691301381e-15,2.69815112481e-15
8,1,50,1000,10,0.350880445726,0.215057571599,0.143234704467,0.0959405762824,0.0648859960848,0.0428808516863,0.0285668586071,0.0188587335802,0.0131505590691,0.00889571748959,0.00581194647962,0.00372686839101,0.00247567756378,0.00167026555868,0.00111221547772,0.000781664428147,0.000560559701332,0.000409684677978,0.000292753116506,0.000210411681041,0.000153818116814,0.000108135054813,7.90080477963e-05,5.79940943352e-05,4.4587003523e-05,3.48759736617e-05,2.68344482029e-05,2.01154973901e-05,1.57799063258e-05,1.2200061312e-05,9.45738888991e-06,7.31702116056e-06,5.69781830987e-06,4.44577881083e-06,3.40778602701e-06,2.73921933937e-06,2.08463958331e-06,1.64606152251e-06,1.28234334114e-06,1.00138058782e-06,7.91786997799e-07,6.11910804593e-07,4.77473772465e-07,3.73913472914e-07,2.94098648506e-07,2.28723465722e-07,1.7714399e-07,1.32789420605e-07,1.01328395281e-07,7.84411146088e-08,5.90843435722e-08,4.52629262304e-08,3.42161815695e-08,2.63375457619e-08,1.99569502844e-08,1.49296261724e-08,1.11529172689e-08,8.39379230818e-09,6.23379143879e-09,4.59798789225e-09,3.42898264856e-09,2.52415707567e-09,1.86972002954e-09,1.41207901174e-09,1.04288581978e-09,7.60282045046e-10,5.46793302828e-10,4.03425533055e-10,2.74374423352e-10,1.94163265805e-10,1.3912338521e-10,9.75308050882e-11,6.8364362189e-11,4.79729001145e-11,3.41220654884e-11,2.30679962262e-11,1.54495606279e-11,1.06329423625e-11,7.25941701424e-12,5.043724594e-12,3.39494600709e-12,2.18039685138e-12,1.33666814764e-12,9.34131932811e-13,5.79371956654e-13,3.64652570125e-13,2.53731497344e-13,1.52873587627e-13,9.30385038003e-14,5.97089550429e-14,3.45864117563e-14,2.2748602615e-14,1.60095290678e-14,1.08303111505e-14,7.16702052269e-15,4.1759740838e-15,2.14461180658e-15,1.36503221264e-15,8.79303047177e-16,4.60976041233e-16
9,1,50,1000,10,0.36334140053,0.219129537337,0.143708389111,0.0946516843401,0.0628104231145,0.0406348337458,0.026474804654,0.0170150572583,0.011606141552,0.00762612433065,0.0047934584734,0.00291965441835,0.00184103128859,0.00117004359748,0.000730192896031,0.000488626538612,0.000333484952919,0.000231838643326,0.000155771684138,0.000105731132744,7.36127191602e-05,4.66174792972e-05,3.09628429329e-05,2.09423775313e-05,1.53520176533e-05,1.15932008641e-05,8.50459731635e-06,6.05943764868e-06,4.61118378196e-06,3.38743954592e-06,2.52301545385e-06,1.8759979482e-06,1.40193533502e-06,1.05206313572e-06,7.76632855409e-07,6.09849927122e-07,4.49085673813e-07,3.46673487977e-07,2.60327883653e-07,1.98358898034e-07,1.53542156636e-07,1.15781677065e-07,8.82719546009e-08,6.75501728e-08,5.19811947713e-08,3.96454014407e-08,3.00189329274e-08,2.18395457455e-08,1.63407062366e-08,1.23758236909e-08,9.13212669669e-09,6.87624500052e-09,5.08042523747e-09,3.85167040294e-09,2.87371781206e-09,2.11616797768e-09,1.55639240407e-09,1.15707033938e-09,8.4970091468e-10,6.19986474111e-10,4.58370968656e-10,3.35045390074e-10,2.46523791889e-10,1.85629797356e-10,1.36886461515e-10,9.98533358068e-11,7.10352385224e-11,5.23990319959e-11,3.50641272659e-11,2.47514594112e-11,1.77149060688e-11,1.23988214166e-11,8.68433464909e-12,6.1005619791e-12,4.34537194483e-12,2.93979487998e-12,1.97203285905e-12,1.36118624526e-12,9.32434140745e-13,6.4988148714e-13,4.39090475222e-13,2.83576979382e-13,1.75268854177e-13,1.22997204186e-13,7.69638872642e-14,4.88431483944e-14,3.41165204626e-14,2.08169169703e-14,1.28349672433e-14,8.3065179842e-15,4.90004909796e-15,3.2487626168e-15,2.28891009135e-15,1.55173298261e-15,1.02945440972e-15,6.12396823788e-16,3.23536597587e-16,2.07516990347e-16,1.34419163284e-16,7.13683801278e-17
